,id,node_type,feature,threshold,N,impurity,distribution,labels,gpi,pi,gcr,lift_left,lift_right
14,42,Leaf,,,121,0.5563827607403866,"[0.1074, 0.2149, 0.6198, 0.0248, 0.0331]","['1', '2', '3', '4A', '4B']",,,"[0.6217, 0.9787, 2.114, 1.7504, 0.1117]",,
15,43,Leaf,,,89,0.7042040146446156,"[0.0225, 0.3371, 0.2022, 0.3708, 0.0562, 0.0112]","['0', '1', '2', '3', '4A', '4B']",,,"[5.2884, 1.9506, 0.9212, 1.2646, 3.9663, 0.038]",,
16,21,Internal,MRC_LL,"{'0': [np.int64(2)], '1': [np.int64(0), np.int64(1)]}",210,0.6475736961451247,"[0.0095, 0.2048, 0.2095, 0.5143, 0.0381, 0.0238]","['0', '1', '2', '3', '4A', '4B']",0.10144112404657038,0.09508293445058717,,"[6.126, 0.5823, 0.8323, 0.3096, 5.1624, 12.2703]","[6.2987, 1.4683, 0.7163, 0.2699, 6.6206, 4.1266]"
17,10,Internal,Age_at_onset,"{'0': [np.int64(0), np.int64(1), np.int64(3)], '1': [np.int64(0)]}",316,0.6597099823746194,"[0.0063, 0.1614, 0.3101, 0.4652, 0.0285, 0.0285]","['0', '1', '2', '3', '4A', '4B']",0.0696987675392329,0.06631681827217514,,"[4.4687, 0.4148, 1.1957, 0.3474, 5.1783, 7.8961]","[5.4284, 1.742, 0.3374, 0.455, 4.6707, 8.257]"
18,11,Leaf,,,132,0.27043158861340677,"[0.0152, 0.0909, 0.8485, 0.0303, 0.0152]","['1', '2', '3', '4A', '4B']",,,"[0.0877, 0.4141, 2.8939, 2.1394, 0.0512]",,
19,5,Internal,PUMNS_LL,"{'0': [np.int64(0), np.int64(1), np.int64(2)], '1': [np.int64(0), np.int64(1), np.int64(2)]}",448,0.590023118622449,"[0.0045, 0.1183, 0.2455, 0.5781, 0.029, 0.0246]","['0', '1', '2', '3', '4A', '4B']",0.09537305998487249,0.08461421054668614,,"[7.5463, 1.1968, 1.0185, 0.3829, 7.6957, 5.2942]","[10.549, 0.7707, 0.8332, 0.4142, 7.1503, 8.5611]"
20,2,Internal,VENTILATION,"{'0': [np.int64(1), np.int64(3)], '1': [np.int64(1), np.int64(3)]}",892,0.6805008144141245,"[0.0022, 0.065, 0.1469, 0.352, 0.0224, 0.4114]","['0', '1', '2', '3', '4A', '4B']",0.3042179194054743,0.3025472254977852,,"[8.278, 0.5226, 0.6322, 0.5757, 8.8815, 1.1005]","[13.7141, 1.9041, 1.2574, 0.5569, 7.9906, 0.6941]"
21,48,Leaf,,,27,0.5596707818930041,"[0.1481, 0.5926, 0.2593]","['1', '2', '3']",,,"[0.8573, 2.6992, 0.8842]",,
22,49,Leaf,,,3,0.0,[1.0],['4B'],,,[3.378],,
23,24,Internal,FVC,"{'0': ['40-60', '60-80', 'ND'], '1': ['40-60', '60-80']}",30,0.6333333333333334,"[0.1333, 0.5333, 0.2333, 0.1]","['1', '2', '3', '4B']",0.20459194659776034,0.15696924721125743,,"[1.0062, 1.0446, 0.5484, 1.8075]","[0.2449, 0.058, 0.5228, 8.1441]"
24,50,Leaf,,,7,0.6122448979591837,"[0.1429, 0.4286, 0.4286]","['1', '2', '3']",,,"[0.8267, 1.9521, 1.4617]",,
25,51,Leaf,,,90,0.5064197530864198,"[0.0222, 0.6333, 0.3, 0.0444]","['0', '1', '2', '3']",,,"[5.2296, 3.665, 1.3665, 0.1516]",,
26,25,Internal,Diagnostic_delay,"{'0': [np.int64(2), np.int64(3)], '1': [np.int64(1), np.int64(2), np.int64(3)]}",97,0.5411839727920076,"[0.0206, 0.5979, 0.3093, 0.0722]","['0', '1', '2', '3']",0.06943110257231304,0.06551626333493482,,"[3.0862, 0.1286, 1.3608, 6.0778]","[0.976, 1.5474, 0.0909, 0.3672]"
27,12,Internal,FVC,"{'0': ['40-60', '60-80', '<40', 'ND'], '1': ['60-80', '<40']}",127,0.61752123504247,"[0.0157, 0.4882, 0.3622, 0.1102, 0.0236]","['0', '1', '2', '3', '4B']",0.14874782154872732,0.14125678398729902,,"[2.2449, 0.0666, 0.5656, 3.4579, 14.6509]","[1.1201, 1.7335, 0.1457, 0.325, 2.011]"
28,52,Leaf,,,53,0.5169099323602706,"[0.6038, 0.3396, 0.0566]","['1', '2', '3']",,,"[3.494, 1.5469, 0.1931]",,
